golf_course_name,number_of_holes,country_name,state_name,city_name,latitude,longitude,hole_index_1,hole_index_2,hole_index_3,hole_index_4,hole_index_5,hole_index_6,hole_index_7,hole_index_8,hole_index_9,hole_index_10,hole_index_11,hole_index_12,hole_index_13,hole_index_14,hole_index_15,hole_index_16,hole_index_17,hole_index_18,par_value_1,par_value_2,par_value_3,par_value_4,par_value_5,par_value_6,par_value_7,par_value_8,par_value_9,par_value_10,par_value_11,par_value_12,par_value_13,par_value_14,par_value_15,par_value_16,par_value_17,par_value_18,tee_value1,tee_value2,tee_value3,tee_value4,tee_value5,tee_value6,tee_value7,tee_value8,tee_value9,tee_value10,tee_value11,tee_value12,tee_value13,tee_value14,tee_value15,tee_value16,tee_value17,tee_value18
Maylands Peninsula Golf Course,18,Australia,Western Australia,Perth,,,10,12,4,18,14,8,2,16,6,1,13,3,9,7,5,15,11,17,5,4,4,5,3,4,4,3,3,4,4,4,3,5,4,3,4,5,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red
Rosehill Public Golf Course,18,Australia,Western Australia,Perth,,,6,13,17,10,15,8,2,4,12,14,11,9,5,16,18,1,3,7,4,4,3,5,3,4,4,4,5,3,5,4,4,3,4,4,4,5,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red
Western Australian Golf Club,18,Australia,Western Australia,Perth,,,3,1,6,11,16,14,5,15,9,8,7,18,2,17,13,10,4,12,3,4,4,4,3,5,4,5,3,4,3,4,4,4,4,3,4,5,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red
Beverley Park Golf Club,18,Australia,New South Wales,Sydney,,,14,4,8,13,9,17,6,10,18,12,1,11,15,7,16,2,3,5,5,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White
Cronulla Golf Club,18,Australia,New South Wales,Sydney,,,10,12,8,4,17,16,18,3,6,1,11,13,5,2,9,15,7,14,4,4,5,4,3,4,3,4,4,4,4,4,4,4,3,5,4,3,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White
Georges River Golf Course,18,Australia,New South Wales,Sydney,,,4,6,14,12,8,15,17,1,13,7,9,5,3,11,18,10,16,2,4,4,3,5,3,5,5,4,3,4,4,3,4,3,4,3,5,4,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red
New South Wales Golf Club,18,Australia,New South Wales,Sydney,,,18,4,6,10,16,8,2,12,14,9,17,15,5,7,1,3,11,13,4,3,4,4,5,3,4,5,4,4,3,5,4,4,4,4,3,5,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red,Black|Blue|Red
Bali Beach Golf Course,18,Indonesia,Bali,Bali,,,5,15,13,1,9,7,17,11,3,6,16,14,2,10,8,18,12,4,4,3,4,4,4,4,4,5,4,4,3,4,4,4,4,4,5,4,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Bali Golf and Country Club,18,Indonesia,Bali,Bali,,,5,13,1,17,15,11,9,3,7,16,2,10,12,14,18,8,4,6,4,4,4,3,4,3,5,4,4,4,5,3,5,4,4,5,3,4,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow,Black|Blue|White|Red|Yellow
Bali Handara Kosaido Country Club,18,Indonesia,Bali,Bali,,,9,17,1,15,5,13,7,11,3,8,18,14,4,16,10,2,12,6,5,3,4,3,4,4,4,4,5,4,3,4,4,3,5,4,4,5,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Karang Joang Golf & Country Club Resort,18,Indonesia,Bali,Bali,,,9,15,13,3,7,1,5,17,11,8,14,18,6,12,10,2,16,4,4,4,4,5,3,4,5,3,4,4,3,4,5,3,4,4,4,5,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
New Kuta Golf,18,Indonesia,Bali,Bali,,,17,1,3,9,15,7,5,13,11,16,6,14,12,10,18,4,2,8,4,5,4,4,4,3,4,3,5,4,4,3,4,4,3,5,4,5,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red
Nirwana Bali Golf Club,18,Indonesia,Bali,Bali,,,9,11,7,5,1,17,3,15,13,16,6,2,14,8,4,12,18,10,4,3,4,4,4,5,3,5,4,5,3,4,4,3,4,4,4,5,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Pertamina golf club,18,Indonesia,Bali,Bali,,,17,11,5,13,15,3,1,7,9,8,14,18,10,12,16,4,6,2,4,5,4,3,4,5,4,3,4,4,3,5,4,4,3,5,4,4,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Bukit Jalil Golf & Country Resort,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,1,9,11,15,3,13,5,17,7,16,12,2,14,18,8,10,4,6,4,4,5,3,4,4,4,3,5,4,5,4,4,3,4,3,5,4,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Bukit Jalil Golf & Country Resort East & West Temp,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,9,13,17,11,1,7,3,15,5,14,8,18,2,12,16,10,4,6,4,3,4,3,4,4,4,3,5,4,4,3,4,4,3,4,5,4,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Bukit Jalil Golf & Country Resort Temp Course 2,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,1,9,18,13,3,11,5,15,7,14,8,17,2,12,16,10,4,6,4,4,3,3,4,4,4,3,5,4,4,3,4,3,4,3,5,4,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue
Kelab Golf Perkhidmatan Awam Hills & Forest,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,3,9,13,17,5,1,11,7,15,8,14,4,12,2,16,18,10,6,4,5,4,3,4,5,3,3,5,4,4,5,3,4,4,5,3,4,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Kelab Rekreasi Angkatan Tentera,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,5,17,1,3,13,9,7,15,11,6,18,2,4,14,10,8,16,12,4,3,4,3,3,5,4,4,3,4,3,4,3,3,5,4,4,3,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
KGPA Hills & Lakes August 2015,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,3,9,13,17,5,1,11,7,15,14,6,2,16,4,12,10,18,8,4,5,4,3,4,5,3,3,5,4,3,5,4,4,3,4,5,4,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow,Blue|Yellow
KGPA Lakes & Forest,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,14,6,2,16,4,12,10,18,8,7,13,3,11,1,15,17,9,5,4,3,5,4,4,3,4,5,4,4,4,5,3,4,4,5,3,4,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red,Blue|Yellow|White|Red
KLGCC West,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,5,3,1,17,7,11,9,15,13,4,16,6,2,12,18,8,14,10,4,4,5,3,5,4,4,3,4,5,3,4,4,4,3,4,4,5,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Kuala Lumpur Golf & Country Club East Course,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,15,3,7,11,17,1,13,5,9,12,6,2,8,14,18,16,10,4,4,4,4,4,3,5,3,4,4,4,4,5,4,4,3,5,3,4,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black,Blue|Black
Royal Selangor Golf Club New Course,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,3,11,1,17,15,13,7,9,5,16,4,18,2,14,10,6,12,8,4,4,5,3,5,3,4,4,4,4,4,3,5,4,5,4,3,4,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White
Royal Selangor Golf Club Old Course,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,7,3,11,15,9,5,17,13,1,8,18,2,10,16,4,12,14,6,4,4,5,3,4,5,3,4,4,4,5,4,4,3,5,4,3,4,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White
Royal Selangor Golf Club South Course,18,Malaysia ,Kuala Lumpur,Kuala Lumpur,,,7,17,1,9,15,3,11,13,5,16,4,18,2,14,10,6,12,8,4,5,4,4,3,5,4,3,4,4,4,3,5,4,5,4,3,4,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White
Changi Golf Club,18,Singapore,Singapore,Singapore City,,,5,11,7,17,1,15,9,3,13,6,14,8,18,2,16,10,4,12,3,3,4,3,5,4,4,4,4,3,3,4,3,5,4,4,4,4,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red,Yellow|Blue|Red
Jurong Country Club,18,Singapore,Singapore,Singapore City,,,11,9,17,3,7,15,1,13,5,14,8,4,10,12,6,2,18,16,5,4,3,4,4,3,4,4,4,4,5,4,4,3,4,5,3,5,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Keppel Club,18,Singapore,Singapore,Singapore City,,,13,1,3,15,9,17,11,7,5,6,2,16,14,12,4,18,8,10,4,4,4,3,5,3,4,4,5,5,4,3,4,4,5,3,4,4,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Laguna National - Classic,18,Singapore,Singapore,Singapore City,,,16,4,10,2,14,8,18,12,6,7,17,1,3,9,13,11,15,5,4,4,3,5,4,4,3,4,5,4,3,5,4,4,5,4,3,4,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White
Laguna National - Master,18,Singapore,Singapore,Singapore City,,,16,2,18,12,10,8,4,14,6,15,1,9,13,17,3,5,11,7,4,5,3,4,4,5,4,3,4,4,5,4,4,3,4,5,3,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Marina Bay Golf Course - MBGC,18,Singapore,Singapore,Singapore City,,,7,15,9,13,3,11,5,1,17,4,8,16,12,2,10,6,18,14,4,3,4,5,4,5,4,4,3,4,4,4,3,4,3,5,4,5,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Marina Bay Golf Course,18,Singapore,Singapore,Singapore City,,,14,16,6,18,8,12,4,2,10,3,5,15,11,1,9,7,17,13,4,3,4,5,4,5,4,4,3,4,4,4,3,4,3,5,4,5,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
NSRCC - Navy Airforce Temp,18,Singapore,Singapore,Singapore City,,,11,1,17,3,5,15,9,13,7,8,18,2,6,4,16,10,14,12,4,4,3,4,5,3,4,4,5,4,3,5,4,4,5,3,4,3,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
NSRCC,18,Singapore,Singapore,Singapore City,,,12,14,2,16,18,10,8,4,6,7,5,17,13,15,3,1,9,11,4,3,4,4,3,5,4,4,5,5,4,4,4,3,4,4,3,5,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White
NSRCC Kranji Sanctuary,18,Singapore,Singapore,Singapore City,,,9,17,1,15,7,13,11,3,5,4,6,10,16,18,8,2,12,14,4,3,4,4,3,5,4,4,5,5,4,4,4,3,4,4,3,5,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
NSRCC Air Force/Navy,18,Singapore,Singapore,Singapore City,,,9,1,13,7,3,17,11,15,5,12,2,18,4,6,16,10,14,8,4,5,4,4,5,3,4,3,4,4,4,3,4,5,3,4,4,5,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
NSRCC Army/Air Force,18,Singapore,Singapore,Singapore City,,,9,11,17,3,1,13,15,7,5,10,2,14,8,4,18,12,16,6,5,4,3,5,4,4,3,4,4,4,5,4,4,5,3,4,3,4,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red
